REF_AREA,REF_AREA_LABEL,TIME_PERIOD,time_date,STRATUM,STRATUM_LABEL,WB_BPS_ACCESS,WB_BPS_ARREARS,WB_BPS_CHANGE_SALES,WB_BPS_DROPSALES,WB_BPS_EXPECTATIONS_SALES,WB_BPS_PLANTS_ABSENCE,WB_BPS_PLANTS_FIRED,WB_BPS_PLANTS_HOURS_CUT,WB_BPS_PLANTS_WAGES_CUT,WB_BPS_RCV_POLICY,WB_BPS_REMOTE_WORKERS,WB_BPS_USE_DIGITAL,WB_BPS_ONLINE_SALES,WB_BPS_ORDERS_CANCEL,WB_BPS_STOP_SELL,WB_BPS_PROTOCOL_1,WB_BPS_PROTOCOL_2,WB_BPS_PROTOCOL_3,WB_BPS_PROTOCOL_4,WB_BPS_PROTOCOL_5,protocols_mean,ACI,change_sales_stress,CSI,ACI_l1,support_l1
SEN,Senegal,2020-12,2020-12-01,WB_BPS_SIZE_M,Size: Medium (20-99),13.93,46.52,-28.3,65.52,9.45,9.19,7.58,15.69,0.79,1.776,2.85,41.11,11.23,,,72.59,25.98,4.04,,2.17,26.195,-0.891506395463118,28.3,-0.578167900518552,-0.782306132101318,2.31
SEN,Senegal,2020-05,2020-05-01,WB_BPS_SIZE_MI,Size: Micro (0-4),4.47,60.76,-59.73,91.94,-8.44,11.33,13.62,48.79,22.99,2.34,,,,,,,,,,,,,59.73,0.486513443887356,,4.47
SEN,Senegal,2020-12,2020-12-01,WB_BPS_SIZE_MI,Size: Micro (0-4),21.53,64.79,-42.26,79.36,13.6,9.39,11.54,12.74,11.54,2.11,,,,,,79.66,15.23,3.91,,,32.9333333333333,,42.26,-0.122354294430936,,4.47
SEN,Senegal,2020-05,2020-05-01,WB_BPS_SIZE_S,Size: Small (5-19),0.83,72.63,-51.8,90.92,-4.15,31.29,8.41,72.33,23.87,0.415,2.54,24.66,6.85,,,,,,,,,-1.0372400241911,51.8,0.774793651514094,-1.0372400241911,0.83
SEN,Senegal,2020-12,2020-12-01,WB_BPS_SIZE_S,Size: Small (5-19),11.19,61.31,-35.4,76.2,15.59,12.91,13.12,14.94,6.82,1.5225,0.52,40.32,9.46,,,81.65,18.49,5.58,1.29,0.18,21.438,-1.09640851173514,35.4,-0.207120284909097,-1.0372400241911,0.83
SLE,Sierra Leone,2020-10,2020-10-01,WB_BPS_SIZE_MI,Size: Micro (0-4),4,48.99,-37.54,91.74,,19.19,11.95,20.64,17.49,,,,,,,,,,,,,,37.54,0.0101893714775115,,4
SLE,Sierra Leone,2021-03,2021-03-01,WB_BPS_SIZE_MI,Size: Micro (0-4),7.05,50.09,-37.2,83.79,,5.13,7.99,20.45,10.47,1.144,,,,,,58.74,4.15,72.58,16.65,1.14,30.652,,37.2,-0.247866166789138,,4
SLE,Sierra Leone,2020-10,2020-10-01,WB_BPS_SIZE_S,Size: Small (5-19),9.89,53.33,-39.38,88.64,,41.11,25.56,43.33,34.44,,,41.76,,,,,,,,,,,39.38,0.646777635505936,,9.89
SLE,Sierra Leone,2021-03,2021-03-01,WB_BPS_SIZE_S,Size: Small (5-19),10.65,72.06,-47.39,88.36,,25.15,11.46,31.15,16.12,1.42,,,,,,76.4,7.18,72.57,21.9,2.64,36.138,,47.39,0.325599202822118,,9.89
TGO,Togo,2020-06,2020-06-01,WB_BPS_SIZE_S,Size: Small (5-19),4.05,,-45.34,97.9,,59.61,,77.14,53.5,2.45666666666667,,42.67,7.27,,,,,,,,,-0.644205540867971,45.34,1.64490860074116,,
TJK,Tajikistan,2020-08,2020-08-01,WB_BPS_SIZE_M,Size: Medium (20-99),27.67,22.79,-18.39,60.33,,25.31,7.76,4.38,2.72,2.798,1.87,35.52,6.43,,,,,,,,,-0.897688987920991,18.39,-0.815574041428805,-0.897688987920991,27.67
TJK,Tajikistan,2021-06,2021-06-01,WB_BPS_SIZE_M,Size: Medium (20-99),22.88,22.41,-10,46.06,5.35,54.03,32.21,6.04,3.51,6.825,1.86,,,6.74,48.64,,,,,,,-0.897688987920991,10,-0.46962075458519,-0.897688987920991,27.67
TJK,Tajikistan,2020-08,2020-08-01,WB_BPS_SIZE_MI,Size: Micro (0-4),15.66,,-29.51,64.99,,8.64,5.77,7.88,5.49,1.828,,,,,,,,,,,,,29.51,-0.744974624569942,,15.66
TJK,Tajikistan,2021-06,2021-06-01,WB_BPS_SIZE_MI,Size: Micro (0-4),14.97,23.83,-22.9,53.67,4.41,24.32,9.81,8.94,6.11,2.66,,,,11.43,31.26,,,,,,,,22.9,-0.740760656667539,,15.66
TJK,Tajikistan,2020-08,2020-08-01,WB_BPS_SIZE_S,Size: Small (5-19),21.54,27.69,-26.86,61.93,,19,9.89,11.28,5.49,2.348,3.77,24.59,3.56,,,,,,,,,-1.07343799486953,26.86,-0.649923532966657,-1.07343799486953,21.54
TJK,Tajikistan,2021-06,2021-06-01,WB_BPS_SIZE_S,Size: Small (5-19),19.8,23.02,-10.68,45.35,8.08,43.91,14.68,6.89,5.49,2.4525,4.48,,,7.69,35.62,,,,,,,-1.07343799486953,10.68,-0.730111123029177,-1.07343799486953,21.54
TUN,Tunisia,2020-06,2020-06-01,WB_BPS_SIZE_L,Size: Large (100+),32.44,,-62.16,80.94,,58.74,13.76,18.66,21.08,6.862,13.98,54.22,4.82,,,,,,,,,-0.139417453948568,62.16,0.44150501476721,-0.139417453948568,32.44
TUN,Tunisia,2020-09,2020-09-01,WB_BPS_SIZE_L,Size: Large (100+),54.28,,-35.51,76.17,,39.52,25.24,11.92,17.97,10.592,,,,,,,,,,,,-0.139417453948568,35.51,0.0574295279651067,-0.139417453948568,32.44
TUN,Tunisia,2020-06,2020-06-01,WB_BPS_SIZE_M,Size: Medium (20-99),18.42,,-69.22,88.62,,53.45,8.79,23.02,27.4,3.59,24.54,37.34,2.49,,,,,,,,,-0.0453789701507932,69.22,0.573221740658808,-0.0453789701507932,18.42
TUN,Tunisia,2020-09,2020-09-01,WB_BPS_SIZE_M,Size: Medium (20-99),34.23,,-38.84,78.5,,45,18.65,24.12,14.37,6.41,,,,,,,,,,,,-0.0453789701507932,38.84,0.142822901977258,-0.0453789701507932,18.42
TUN,Tunisia,2020-06,2020-06-01,WB_BPS_SIZE_MI,Size: Micro (0-4),9.97,,-68.25,89.53,,33.71,4.73,10.46,9.87,1.904,,,,,,,,,,,,,68.25,0.0710141070796978,,9.97
TUN,Tunisia,2020-09,2020-09-01,WB_BPS_SIZE_MI,Size: Micro (0-4),21.07,,-49.84,87.06,,20.52,11.46,29.51,10.61,3.204,,,,,,,,,,,,,49.84,0.0391935242536788,,9.97
TUN,Tunisia,2020-06,2020-06-01,WB_BPS_SIZE_S,Size: Small (5-19),7.02,,-69.79,88.33,,58.63,17.27,17.54,24.48,1.39,17.86,17.99,1.51,,,,,,,,,-0.659917887979737,69.79,0.640976318439517,-0.659917887979737,7.02
TUN,Tunisia,2020-09,2020-09-01,WB_BPS_SIZE_S,Size: Small (5-19),16.5,,-46.5,83.08,,41.63,21.11,25.86,16.41,2.638,,,,,,,,,,,,-0.659917887979737,46.5,0.289579267463699,-0.659917887979737,7.02
TUR,Turkiye,2020-06,2020-06-01,WB_BPS_SIZE_L,Size: Large (100+),45.34,23.38,-27.39,75.47,-15.03,82.78,40,50.72,16.28,15.976,9.61,58.86,10.14,,,,,,,,,-0.10389966413911,27.39,0.576309958494929,-0.10389966413911,45.34
TUR,Turkiye,2021-03,2021-03-01,WB_BPS_SIZE_L,Size: Large (100+),63.88,15.84,-5.54,35.3,,35.77,25.24,10.3,2.76,17.774,6.43,56.26,6.34,,,85.74,65.56,66.76,80.72,42.45,68.246,0.100586382574418,5.54,-0.854333323784696,-0.10389966413911,45.34
TUR,Turkiye,2021-12,2021-12-01,WB_BPS_SIZE_L,Size: Large (100+),67.66,73.3,9.73,33.88,10.49,53.62,22.81,16.88,6.12,7.08,2.34,95.12,,34.76,23.97,,,,,,,0.634940711934852,-9.73,-0.369551526666521,0.100586382574418,63.88
TUR,Turkiye,2020-06,2020-06-01,WB_BPS_SIZE_M,Size: Medium (20-99),43.47,36.94,-31.5,68.62,-17.12,66.67,34.06,48.58,24.07,13.292,9.57,43.93,11.95,,,,,,,,,-0.303021210547787,31.5,0.530718222720151,-0.303021210547787,43.47
TUR,Turkiye,2021-03,2021-03-01,WB_BPS_SIZE_M,Size: Medium (20-99),53.76,27.95,-23.4,60.33,,37.18,22.33,16.35,3.57,14.454,4.55,40.77,6.95,,,85.95,42.27,54.78,74.74,37.75,59.098,-0.307432113770776,23.4,-0.410083748097889,-0.303021210547787,43.47
TUR,Turkiye,2021-12,2021-12-01,WB_BPS_SIZE_M,Size: Medium (20-99),63.62,64.28,-2.14,38.18,9.95,49.07,27.23,12.83,6.94,4.77,2.14,88.83,,36.14,20.75,,,,,,,0.468274704154396,2.14,-0.346143991580238,-0.307432113770776,53.76
TUR,Turkiye,2020-06,2020-06-01,WB_BPS_SIZE_MI,Size: Micro (0-4),27.95,,-48.42,81.09,,35.1,14.9,45.29,20.73,7.172,,,,,,,,,,,,,48.42,0.377656670828811,,27.95
TUR,Turkiye,2021-03,2021-03-01,WB_BPS_SIZE_MI,Size: Micro (0-4),36.22,45.74,-42.38,77.02,,13.91,9.73,22.71,4.82,8.534,,,,,,70.42,39.48,51.41,65.06,37.26,52.726,,42.38,-0.246180663495031,,27.95
TUR,Turkiye,2021-12,2021-12-01,WB_BPS_SIZE_MI,Size: Micro (0-4),41.71,56.75,-29.56,67.58,9.73,30.44,15.19,22.25,8.2,5.045,,,,36.29,44.01,,,,,,,,29.56,-0.0193409889832663,,36.22
TUR,Turkiye,2020-06,2020-06-01,WB_BPS_SIZE_S,Size: Small (5-19),37.7,50.69,-44.15,78.87,-19.48,57.49,25.72,60.69,30.21,10.932,9.35,43.36,16.55,,,,,,,,,-0.2021756378574,44.15,0.798157876267776,-0.2021756378574,37.7
TUR,Turkiye,2021-03,2021-03-01,WB_BPS_SIZE_S,Size: Small (5-19),43.75,37.6,-34.18,71.49,,30.27,14.83,25.82,7.38,10.626,7.36,35.95,7.78,,,86.45,37.36,61.62,65.12,43.15,58.74,-0.271265168421114,34.18,-0.195099901994531,-0.2021756378574,37.7
TUR,Turkiye,2021-12,2021-12-01,WB_BPS_SIZE_S,Size: Small (5-19),54.53,62.21,-15.22,52.9,10.86,43.28,24.52,17.01,7.5,6.18,3.64,77.34,,41.24,29.61,,,,,,,0.277938529311641,15.22,-0.122748108153477,-0.271265168421114,43.75
TZA,Tanzania,2020-06,2020-06-01,WB_BPS_SIZE_M,Size: Medium (20-99),60.53,56.32,-37.11,82.76,5.59,,26.14,21.59,13.64,5.334,4.69,34.48,,,,,,,,,,-0.710116746137029,37.11,0.218618216775561,-0.710116746137029,
TZA,Tanzania,2020-12,2020-12-01,WB_BPS_SIZE_M,Size: Medium (20-99),60.53,47.72,-23.19,63.02,9.52,12.67,14.23,9.16,3.75,8.586,8.92,49.43,10.23,,,66.3,7.44,19.06,29.63,,30.6075,-0.540063550306303,23.19,-0.557339132130518,-0.710116746137029,
TZA,Tanzania,2020-06,2020-06-01,WB_BPS_SIZE_MI,Size: Micro (0-4),56.27,39.83,-35.51,79.79,,,12.16,7.76,6.92,,,,,,,,,,,,,,35.51,-0.319397386926543,,
TZA,Tanzania,2020-12,2020-12-01,WB_BPS_SIZE_MI,Size: Micro (0-4),56.27,26.87,-25.08,65.52,7.9,3.34,8.21,2.89,1.75,5.57,,,,,,73.66,1.19,20.6,13.73,0.46,21.928,,25.08,-0.864467908531458,,
TZA,Tanzania,2020-06,2020-06-01,WB_BPS_SIZE_S,Size: Small (5-19),58.22,53.05,-36.78,83.89,8.04,,21.57,18.27,19.54,2.29,1.96,15.1,,,,,,,,,,-1.35294104500143,36.78,0.175468836839226,-1.35294104500143,
TZA,Tanzania,2020-12,2020-12-01,WB_BPS_SIZE_S,Size: Small (5-19),58.22,35.62,-30.78,69.72,10.53,7.14,12.94,3.19,3.39,6.506,1.73,21.5,4.47,,,75.41,0.96,20.02,16.32,0.13,22.568,-1.36609445911855,30.78,-0.635380070145149,-1.35294104500143,
UZB,Uzbekistan,2020-09,2020-09-01,WB_BPS_SIZE_M,Size: Medium (20-99),40.41,36.41,-15.4,46.18,,21.16,16.65,9.55,9,10.18,9.94,50.88,20.47,,,,,,,,,0.046507856899292,15.4,-0.691442586849275,0.046507856899292,40.41
UZB,Uzbekistan,2021-06,2021-06-01,WB_BPS_SIZE_M,Size: Medium (20-99),36.7,23.13,2.19,36.02,15.66,47.13,31.31,9.87,8.75,7.455,4.6,,66.55,16.83,33.98,,,,,,,1.51924330128517,-2.19,-0.622393431005814,0.046507856899292,40.41
UZB,Uzbekistan,2020-09,2020-09-01,WB_BPS_SIZE_MI,Size: Micro (0-4),31.51,,-13.52,35.42,,11.5,7.07,7.38,4.23,7.328,,,,,,,,,,,,,13.52,-1.12762435684571,,31.51
UZB,Uzbekistan,2021-06,2021-06-01,WB_BPS_SIZE_MI,Size: Micro (0-4),17.69,17.68,-15.81,49.49,16.94,17.16,9.83,8.12,6.67,3.39,,,,23.5,41.83,,,,,,,,15.81,-0.728423525925879,,31.51
UZB,Uzbekistan,2020-09,2020-09-01,WB_BPS_SIZE_S,Size: Small (5-19),41.07,35.78,-15.26,42.9,,14.03,14.21,5.82,5.78,10.296,8.19,49.33,19.92,,,,,,,,,-0.0644802474340758,15.26,-0.853756546165205,-0.0644802474340758,41.07
UZB,Uzbekistan,2021-06,2021-06-01,WB_BPS_SIZE_S,Size: Small (5-19),23.39,21.06,-7.69,44.5,14.74,31.16,22.23,14.16,10.42,4.7375,8.74,,64.62,21.95,37.71,,,,,,,1.69752653184632,7.69,-0.589050993426701,-0.0644802474340758,41.07
VNM,Viet Nam,2020-06,2020-06-01,WB_BPS_SIZE_L,Size: Large (100+),27.67,56.89,-40,87.03,-33.72,39.25,17.71,29.21,28.44,9.695,7.24,56.53,4.84,,,,,,,,,-0.375973765978731,40,0.409731450920579,-0.375973765978731,27.67
VNM,Viet Nam,2020-10,2020-10-01,WB_BPS_SIZE_L,Size: Large (100+),38.8,42.36,-23.56,63.2,-30.59,7.19,17.79,12.28,11.19,10.7825,10.5,74.79,68.59,,,98.79,24.06,71.15,20.77,36.7,50.294,1.3238935999989,23.56,-0.502588151020249,-0.375973765978731,27.67
VNM,Viet Nam,2021-01,2021-01-01,WB_BPS_SIZE_L,Size: Large (100+),51.79,40.88,-4.75,38.46,-21.79,8.76,15.13,4.23,6.16,19.3866666666667,2.65,76.95,6.51,11.09,,,,,,,,-0.185684676234057,4.75,-0.958760265291606,1.3238935999989,38.8
VNM,Viet Nam,2020-06,2020-06-01,WB_BPS_SIZE_M,Size: Medium (20-99),23.29,50.6,-37,89.94,-29.26,25.87,20.26,20.79,18.91,7.965,9.59,49.39,2.99,,,,,,,,,-0.444916051153036,37,0.149814457598234,-0.444916051153036,23.29
VNM,Viet Nam,2020-10,2020-10-01,WB_BPS_SIZE_M,Size: Medium (20-99),36.13,53,-33.05,72.88,-31.13,8.15,18.96,17.06,10.27,9.615,7.4,69.23,5.81,,,97.33,21.93,60.81,22.73,29.52,46.464,-0.130862894103112,33.05,-0.235009930832846,-0.444916051153036,23.29
VNM,Viet Nam,2021-01,2021-01-01,WB_BPS_SIZE_M,Size: Medium (20-99),51.51,50.52,-18.13,58.35,-24.63,6.63,13.94,5.82,6.3,13.5566666666667,3.1,72.96,6.55,7.38,,,,,,,,-0.231603594844074,18.13,-0.716420780397759,-0.130862894103112,36.13
VNM,Viet Nam,2020-06,2020-06-01,WB_BPS_SIZE_MI,Size: Micro (0-4),19.57,48.24,,,,11.05,14.24,8.89,3.75,7.67,,,,,,,,,,,,,,-0.581125741397806,,19.57
VNM,Viet Nam,2020-10,2020-10-01,WB_BPS_SIZE_MI,Size: Micro (0-4),31.41,21.88,-28.64,68.82,,,,3.11,6.5,7.265,,,,,,94.53,12.4,67.58,21.41,28.16,44.816,,28.64,-0.707513465751086,,19.57
VNM,Viet Nam,2021-01,2021-01-01,WB_BPS_SIZE_MI,Size: Micro (0-4),40.28,49.34,-38.38,66,,5.71,7.46,13.99,5.27,16.67,,,,4.05,,,,,,,,,38.38,-0.581729735654761,,31.41
VNM,Viet Nam,2020-06,2020-06-01,WB_BPS_SIZE_S,Size: Small (5-19),17.68,45.72,-35.12,79.06,-26.93,22.29,14.13,25.09,20.43,5.118,12.82,45.23,2.97,,,,,,,,,-0.381792106457554,35.12,-0.0243789757301189,-0.381792106457554,17.68
VNM,Viet Nam,2020-10,2020-10-01,WB_BPS_SIZE_S,Size: Small (5-19),26.81,44.43,-28.91,62.05,-33.37,7.36,10.28,11.23,9.72,6.0125,9.17,68.51,4.11,,,92.84,27.74,53.74,30.96,31.98,47.452,-0.0999865167475856,28.91,-0.554236619008418,-0.381792106457554,17.68
VNM,Viet Nam,2021-01,2021-01-01,WB_BPS_SIZE_S,Size: Small (5-19),39.37,48.12,-14.81,52.17,-20.44,5.16,6.66,3.27,7.41,11.2066666666667,7.91,73.63,9.27,14.59,,,,,,,,0.0459864560348755,14.81,-0.826124932041936,-0.0999865167475856,26.81
XKX,Kosovo,2020-07,2020-07-01,WB_BPS_SIZE_L,Size: Large (100+),72.35,53.94,-45.6,84.85,,49.94,5.86,26.68,21.87,16.978,2.76,57.16,13.88,,,,,,,,,-0.314223100741626,45.6,0.287885434476722,,
XKX,Kosovo,2020-07,2020-07-01,WB_BPS_SIZE_M,Size: Medium (20-99),67.3,56.07,-52.5,88.57,-12.94,44.96,8.9,20.93,12.93,15.366,2.64,36.25,5.28,,,,,,,,,-0.884123704995366,52.5,0.256822344592811,-0.884123704995366,67.3
XKX,Kosovo,2021-07,2021-07-01,WB_BPS_SIZE_M,Size: Medium (20-99),84.88,21.11,-2.74,17.81,7.94,,23.48,,,18.585,0.63,74.84,,11.66,,,,,,,,0.0324193045265083,2.74,-1.23887670126502,-0.884123704995366,67.3
XKX,Kosovo,2020-07,2020-07-01,WB_BPS_SIZE_MI,Size: Micro (0-4),62.25,,-61.42,91.38,,36.72,3.7,11.67,8.42,13.52,,,,,,,,,,,,,61.42,0.0356011640918377,,62.25
XKX,Kosovo,2021-07,2021-07-01,WB_BPS_SIZE_MI,Size: Micro (0-4),84.08,25.28,-6.27,31.69,14.55,,3.22,,,19.92,,,,12.04,36.28,,,,,,,,6.27,-1.12204744806284,,62.25
XKX,Kosovo,2020-07,2020-07-01,WB_BPS_SIZE_S,Size: Small (5-19),73.05,54.95,-56.26,89.93,-14.98,44.25,11.79,13.82,8.57,16.284,2.45,21.2,3.89,,,,,,,,,-1.17421237474345,56.26,0.21960264351398,-1.17421237474345,73.05
XKX,Kosovo,2021-07,2021-07-01,WB_BPS_SIZE_S,Size: Small (5-19),94.17,26.28,-3.49,26.12,11.28,,5.23,,,21.685,0.2,48.99,,8.14,40.5,,,,,,,-0.628550350989379,3.49,-1.15561134183697,-1.17421237474345,73.05
ZAF,South Africa,2020-05,2020-05-01,WB_BPS_SIZE_L,Size: Large (100+),23.02,15.32,-38.03,94.33,-24.11,17.3,25.51,46.45,57.13,9.4925,25.99,42.4,,,,,,,,,,0.787382079622818,38.03,0.470245610653818,0.787382079622818,23.02
ZAF,South Africa,2021-08,2021-08-01,WB_BPS_SIZE_L,Size: Large (100+),23.02,,,,,,,,,16.68,,,,,,,,,,,,0.787382079622818,,,0.787382079622818,23.02
ZAF,South Africa,2020-05,2020-05-01,WB_BPS_SIZE_M,Size: Medium (20-99),17.19,32.6,-40.95,78.54,-33.37,30.35,26.96,58.18,66.63,4.03,11.51,34.91,28.39,,,,,,,,,0.0542852330730823,40.95,0.772781222194915,0.0542852330730823,17.19
ZAF,South Africa,2020-11,2020-11-01,WB_BPS_SIZE_M,Size: Medium (20-99),58.01,59.02,-38.14,76.45,-14.96,38.14,47.45,46.24,43.74,13.825,7.53,85.92,17.31,,,96.5,35.16,86.74,68.15,24.71,62.252,0.598606483958713,38.14,0.895014598252506,0.0542852330730823,17.19
ZAF,South Africa,2021-08,2021-08-01,WB_BPS_SIZE_M,Size: Medium (20-99),53.5,69.65,-37.4,79.43,12.21,53.24,40.7,51.03,47.86,8.5925,17.84,,,61.57,44.14,,,,,,,0.598606483958713,37.4,1.10199594502781,0.598606483958713,58.01
ZAF,South Africa,2020-05,2020-05-01,WB_BPS_SIZE_MI,Size: Micro (0-4),18.93,19.93,-61.39,81.76,,50.06,29.09,53.6,56.55,3.446,,,,,,,,,,,,,61.39,0.894554696496341,,18.93
ZAF,South Africa,2020-11,2020-11-01,WB_BPS_SIZE_MI,Size: Micro (0-4),21.22,59.99,-52.49,85.75,,21.18,22.99,38.33,43.5,4.468,,,,,,84.95,28,64.43,40.65,26.46,48.898,,52.49,0.647756447144331,,18.93
ZAF,South Africa,2021-08,2021-08-01,WB_BPS_SIZE_MI,Size: Micro (0-4),18.86,62.96,-42.17,76.55,16.77,41.37,24.44,43.37,44.78,2.0175,,,,58.52,54.84,,,,,,,,42.17,0.871135964323033,,21.22
ZAF,South Africa,2020-05,2020-05-01,WB_BPS_SIZE_S,Size: Small (5-19),15.47,61.96,-64.86,90.27,-26.37,58.19,39.25,62.88,62.91,3.232,20.35,49.67,25.58,,,,,,,,,0.583621701777539,64.86,1.57271845226309,0.583621701777539,15.47
ZAF,South Africa,2020-11,2020-11-01,WB_BPS_SIZE_S,Size: Small (5-19),37.59,72.47,-44.52,82.61,-11.66,31.99,32.94,50.86,45.28,7.448,14.1,88.53,26.47,,,92.33,44.75,74.83,56.5,34.88,60.658,0.979547503188798,44.52,0.94154235570715,0.583621701777539,15.47
ZAF,South Africa,2021-08,2021-08-01,WB_BPS_SIZE_S,Size: Small (5-19),36.46,64.7,-39.41,79.06,13.11,54.74,30.92,47.24,45.39,5.55,14.8,,,58.18,56.18,,,,,,,0.979547503188798,39.41,1.03836786830138,0.979547503188798,37.59
